url,icpsr,publication_date,has_replication
https://www.aeaweb.org/articles?id=10.1257/aer.104.4.i,,April 2014,False
https://www.aeaweb.org/articles?id=10.1257/aer.104.4.1091,http://doi.org/10.3886/E112751V1,April 2014,True
https://www.aeaweb.org/articles?id=10.1257/aer.104.4.1120,http://doi.org/10.3886/E112752V1,April 2014,True
https://www.aeaweb.org/articles?id=10.1257/aer.104.4.1149,http://doi.org/10.3886/E112753V1,April 2014,True
https://www.aeaweb.org/articles?id=10.1257/aer.104.4.1172,http://doi.org/10.3886/E112754V1,April 2014,True
https://www.aeaweb.org/articles?id=10.1257/aer.104.4.1211,http://doi.org/10.3886/E112755V1,April 2014,True
https://www.aeaweb.org/articles?id=10.1257/aer.104.4.1244,http://doi.org/10.3886/E112756V1,April 2014,True
https://www.aeaweb.org/articles?id=10.1257/aer.104.4.1288,http://doi.org/10.3886/E112757V1,April 2014,True
https://www.aeaweb.org/articles?id=10.1257/aer.104.4.1320,http://doi.org/10.3886/E112758V1,April 2014,True
https://www.aeaweb.org/articles?id=10.1257/aer.104.4.1350,,April 2014,False
https://www.aeaweb.org/articles?id=10.1257/aer.104.4.1368,http://doi.org/10.3886/E112759V1,April 2014,True
https://www.aeaweb.org/articles?id=10.1257/aer.104.4.1392,http://doi.org/10.3886/E116120V1,April 2014,True
https://www.aeaweb.org/articles?id=10.1257/aer.104.4.1417,http://doi.org/10.3886/E112760V1,April 2014,True
https://www.aeaweb.org/articles?id=10.1257/aer.104.4.1439,http://doi.org/10.3886/E112761V1,April 2014,True
https://www.aeaweb.org/articles?id=10.1257/aer.104.4.1446,http://doi.org/10.3886/E112762V1,April 2014,True
https://www.aeaweb.org/articles?id=10.1257/aer.104.4.1461,http://doi.org/10.3886/E112763V1,April 2014,True
https://www.aeaweb.org/articles?id=10.1257/aer.108.4-5.i,,April 2018,False
https://www.aeaweb.org/articles?id=10.1257/aer.20101199,,April 2018,False
https://www.aeaweb.org/articles?id=10.1257/aer.20140412,http://doi.org/10.3886/E112984V1,April 2018,True
https://www.aeaweb.org/articles?id=10.1257/aer.20160816,http://doi.org/10.3886/E113144V1,April 2018,True
https://www.aeaweb.org/articles?id=10.1257/aer.20151184,http://doi.org/10.3886/E113089V1,April 2018,True
https://www.aeaweb.org/articles?id=10.1257/aer.20160144,http://doi.org/10.3886/E113121V1,April 2018,True
https://www.aeaweb.org/articles?id=10.1257/aer.20151260,http://doi.org/10.3886/E113092V1,April 2018,True
https://www.aeaweb.org/articles?id=10.1257/aer.20161048,http://doi.org/10.3886/E113149V1,April 2018,True
https://www.aeaweb.org/articles?id=10.1257/aer.20141388,,April 2018,False
https://www.aeaweb.org/articles?id=10.1257/aer.20141406,http://doi.org/10.3886/E113015V1,April 2018,True
https://www.aeaweb.org/articles?id=10.1257/aer.20161124,,April 2018,False
https://www.aeaweb.org/articles?id=10.1257/aer.20161605,http://doi.org/10.3886/E113167V1,April 2018,True
https://www.aeaweb.org/articles?id=10.1257/aer.107.9.i,,September 2017,False
https://www.aeaweb.org/articles?id=10.1257/aer.20150243,http://doi.org/10.3886/E113042V1,September 2017,True
https://www.aeaweb.org/articles?id=10.1257/aer.20141685,http://doi.org/10.3886/E113025V1,September 2017,True
https://www.aeaweb.org/articles?id=10.1257/aer.20160812,http://doi.org/10.3886/E113143V1,September 2017,True
https://www.aeaweb.org/articles?id=10.1257/aer.20151282,http://doi.org/10.3886/E113094V1,September 2017,True
https://www.aeaweb.org/articles?id=10.1257/aer.20150233,http://doi.org/10.3886/E113041V1,September 2017,True
https://www.aeaweb.org/articles?id=10.1257/aer.20140494,,September 2017,False
https://www.aeaweb.org/articles?id=10.1257/aer.20160194,,September 2017,False
https://www.aeaweb.org/articles?id=10.1257/aer.20141419,http://doi.org/10.3886/E113017V1,September 2017,True
